,PL1_1,PL1_2,PL1_3,PL2_2,PL2_3,PL2_1,DIFF_cls,DIFF_pts,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17
28741,1.0,1.0,1.0,0.0,0.0,0.0,-0.21736685535619293,0.5675526957194179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36648,1.0,0.0,0.0,0.0,0.0,0.0,-0.2275523945407472,-0.8396176387468215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12182,1.0,1.0,0.0,0.0,0.0,0.0,-0.3283356243668627,1.2071755750222541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56131,1.0,1.0,0.0,0.0,0.0,0.0,-0.2275523945407472,-1.223391366328523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,1.0,1.0,0.0,0.0,0.0,0.0,0.10106526441355512,1.9747230301856573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16944,1.0,1.0,1.0,0.0,0.0,0.0,-0.14445983803517318,1.3351001508828213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38103,1.0,1.0,0.0,0.0,0.0,0.0,-0.1910988858802373,0.9513264233011196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44951,1.0,1.0,0.0,0.0,0.0,0.0,-0.19806793900651123,0.9513264233011196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53198,1.0,1.0,0.0,1.0,0.0,0.0,-0.036707555082783686,-0.19999475944398537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42511,0.0,0.0,0.0,0.0,0.0,1.0,0.20289266809393167,-0.5675526957194179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51635,0.0,0.0,0.0,0.0,0.0,1.0,0.31118103205603453,0.5837684870256871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62598,0.0,0.0,0.0,0.0,0.0,1.0,0.043140527199344254,0.4558439111651198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15152,1.0,1.0,1.0,0.0,0.0,0.0,0.8456817869054407,0.3117035439982835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4443,1.0,0.0,0.0,0.0,0.0,0.0,-0.19860402001622462,-0.5837684870256871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58941,1.0,1.0,0.0,0.0,0.0,0.0,-0.1685834834722753,1.3351001508828213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66308,1.0,1.0,0.0,0.0,0.0,0.0,-0.17019172650141545,1.2071755750222541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55945,0.0,0.0,0.0,0.0,0.0,1.0,0.23076888059902745,0.8396176387468215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8122,1.0,1.0,0.0,0.0,0.0,0.0,-0.18466591376367672,-0.5837684870256871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50976,1.0,1.0,0.0,0.0,0.0,0.0,-0.12033619259807106,1.079250999161687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54377,0.0,0.0,0.0,0.0,0.0,1.0,-0.09195188724842766,-0.5675526957194179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958,1.0,1.0,1.0,0.0,0.0,0.0,0.7749190936232745,0.4396281198588507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38654,1.0,0.0,0.0,0.0,0.0,0.0,0.05817878363648468,-1.7350896697707918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,1.0,0.0,0.0,0.0,0.0,0.0,0.12411674783123049,-0.8396176387468215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58705,1.0,1.0,0.0,0.0,0.0,0.0,-0.15303713419058726,-0.9675422146073887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69787,0.0,0.0,0.0,0.0,0.0,1.0,0.1884184808316704,1.3513159421890901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40233,1.0,1.0,0.0,0.0,0.0,0.0,0.160034175482027,2.1026476060462245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8315,1.0,1.0,1.0,0.0,0.0,0.0,-0.08709916999584146,0.9513264233011196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38150,1.0,1.0,0.0,0.0,0.0,0.0,-0.10961457240380344,0.8234018474405523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62332,0.0,0.0,0.0,0.0,0.0,1.0,0.2275523945407472,0.8396176387468215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50964,0.0,0.0,0.0,0.0,0.0,1.0,0.12891348875348516,0.8396176387468215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70239,0.0,0.0,0.0,0.0,0.0,1.0,0.2275523945407472,0.4558439111651198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38469,1.0,1.0,0.0,0.0,0.0,0.0,-0.14874848611288022,0.6954772715799851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23339,1.0,1.0,1.0,0.0,0.0,0.0,0.05978702666562482,-0.5837684870256871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14187,1.0,1.0,0.0,0.0,0.0,0.0,-0.2275523945407472,-1.6071650939102247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65942,0.0,0.0,0.0,0.0,0.0,1.0,0.28705738661893243,0.5837684870256871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,0.0,0.0,0.0,0.0,0.0,1.0,-0.9185888042264605,-1.8467984543250902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17807,1.0,1.0,0.0,0.0,0.0,0.0,0.14234350216148542,-0.4558439111651198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34636,1.0,1.0,0.0,0.0,0.0,0.0,0.011539735791420569,1.2071755750222541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16933,1.0,1.0,0.0,0.0,0.0,0.0,-0.149820648132307,0.05585439227714905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43659,1.0,1.0,0.0,0.0,0.0,0.0,-0.2275523945407472,0.4396281198588507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52795,1.0,1.0,0.0,0.0,0.0,0.0,-0.47683006405746914,-0.07207018358341817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28708,1.0,0.0,0.0,0.0,0.0,0.0,-0.2275523945407472,-0.8396176387468215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39014,1.0,1.0,0.0,1.0,0.0,0.0,0.017972707907981136,-2.2467879732130607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59420,1.0,1.0,1.0,0.0,0.0,0.0,0.23615767886132705,1.079250999161687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50998,0.0,0.0,0.0,0.0,0.0,1.0,0.14553200005459996,-1.5909493026039558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29154,0.0,0.0,0.0,0.0,0.0,1.0,-0.0045706826651466205,0.7116930628862542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55175,1.0,1.0,0.0,0.0,0.0,0.0,-0.2275523945407472,-0.19999475944398537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32261,1.0,1.0,0.0,0.0,0.0,0.0,-0.0141921526748217,-0.7116930628862542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56072,1.0,1.0,0.0,1.0,0.0,0.0,-0.13159389380205205,0.3117035439982835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35327,1.0,1.0,0.0,0.0,0.0,0.0,0.06407567474333187,0.8234018474405523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60325,0.0,0.0,0.0,0.0,0.0,1.0,-0.9244856953333077,-1.4630247267433885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38071,1.0,1.0,1.0,0.0,0.0,0.0,-0.2275523945407472,-0.07207018358341817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48257,1.0,1.0,0.0,0.0,0.0,0.0,-0.20932564021049224,0.3117035439982835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26800,1.0,0.0,0.0,0.0,0.0,0.0,-0.09889295220953584,0.05585439227714905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6484,1.0,0.0,0.0,0.0,0.0,0.0,-0.2275523945407472,-0.8396176387468215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26384,0.0,0.0,0.0,0.0,0.0,1.0,0.1632226733751415,-1.2071755750222541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28317,1.0,1.0,0.0,0.0,0.0,0.0,-0.14285159500603303,0.18377896813771627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66374,1.0,1.0,0.0,0.0,0.0,0.0,-0.11283105846208373,0.9513264233011196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60763,0.0,0.0,0.0,0.0,0.0,1.0,0.2275523945407472,-0.6954772715799851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63230,1.0,1.0,0.0,0.0,0.0,0.0,-0.2275523945407472,-0.5837684870256871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47847,0.0,0.0,0.0,0.0,0.0,1.0,-0.014756221849700851,1.3513159421890901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36824,1.0,1.0,0.0,0.0,0.0,0.0,-0.13481037986033234,0.4396281198588507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69571,0.0,0.0,0.0,1.0,0.0,1.0,-0.24634321804588127,0.8396176387468215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7146,0.0,0.0,0.0,0.0,0.0,1.0,0.2457791488710021,0.8396176387468215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39739,1.0,0.0,0.0,0.0,0.0,0.0,-0.5588504585436164,1.079250999161687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15053,1.0,1.0,0.0,0.0,0.0,0.0,-0.30367589792004723,-0.19999475944398537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22111,1.0,1.0,0.0,0.0,0.0,0.0,-0.17019172650141545,0.05585439227714905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63120,0.0,0.0,0.0,1.0,0.0,1.0,0.021161205801095647,0.4558439111651198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63955,1.0,1.0,0.0,0.0,0.0,0.0,-0.20289266809393167,-0.07207018358341817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12765,1.0,1.0,1.0,0.0,0.0,0.0,4.811073015755317,1.3351001508828213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73335,1.0,1.0,0.0,0.0,0.0,0.0,-0.2500677969487092,-1.223391366328523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10114,0.0,0.0,0.0,0.0,0.0,1.0,0.15625362024886755,-0.5675526957194179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49710,1.0,1.0,0.0,1.0,0.0,0.0,-0.40285088471702263,-1.0954667904679558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65323,1.0,1.0,0.0,0.0,0.0,0.0,-0.21093388323963239,0.9513264233011196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14681,1.0,1.0,1.0,0.0,0.0,0.0,-0.4248302061152712,0.5675526957194179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20769,1.0,1.0,0.0,0.0,0.0,0.0,-0.045284851238197775,0.5675526957194179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43074,1.0,1.0,1.0,0.0,0.0,0.0,0.13805485408377838,-0.3279193353045526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47353,1.0,1.0,1.0,0.0,0.0,0.0,0.1289414769186509,1.5909493026039558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53346,0.0,0.0,0.0,0.0,0.0,1.0,0.09460430413182878,0.8396176387468215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56800,1.0,0.0,0.0,0.0,0.0,0.0,0.5931876313304385,-0.19999475944398537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42111,1.0,1.0,0.0,0.0,0.0,0.0,-0.1771607796276894,-0.07207018358341817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31242,1.0,1.0,0.0,0.0,0.0,0.0,-0.46932492992148184,-1.3513159421890901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39647,1.0,1.0,0.0,0.0,0.0,0.0,-0.2275523945407472,0.18377896813771627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60072,1.0,1.0,0.0,0.0,0.0,0.0,-0.13695470389918585,0.5675526957194179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59727,1.0,1.0,0.0,0.0,0.0,0.0,-0.2275523945407472,0.3117035439982835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11909,0.0,1.0,0.0,0.0,0.0,1.0,0.6280049087966425,2.8864108525158967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60194,1.0,1.0,0.0,0.0,0.0,0.0,-0.2275523945407472,0.05585439227714905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5290,0.0,0.0,0.0,0.0,0.0,1.0,0.2275523945407472,0.8396176387468215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4229,1.0,1.0,0.0,0.0,0.0,0.0,-0.11551146351065063,-0.8396176387468215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54834,1.0,1.0,1.0,0.0,0.0,0.0,-0.40285088471702263,-0.07207018358341817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23300,1.0,1.0,0.0,0.0,0.0,0.0,-0.1326660558214788,-0.19999475944398537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6713,0.0,0.0,0.0,0.0,0.0,1.0,0.2275523945407472,0.8396176387468215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16361,1.0,1.0,1.0,0.0,0.0,0.0,-0.10478984331638302,0.5675526957194179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46781,1.0,1.0,0.0,0.0,0.0,0.0,-0.07637754980157385,0.5675526957194179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62373,1.0,1.0,0.0,1.0,0.0,0.0,-0.011511747626254797,0.4396281198588507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59523,0.0,0.0,0.0,0.0,0.0,1.0,0.2275523945407472,0.3279193353045526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45799,0.0,0.0,0.0,0.0,0.0,1.0,0.2275523945407472,0.9675422146073887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21430,0.0,1.0,0.0,0.0,0.0,1.0,0.3406654875902705,-0.9513264233011196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47197,1.0,1.0,0.0,0.0,0.0,0.0,0.016900545888554375,-0.7116930628862542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48004,0.0,0.0,0.0,1.0,0.0,1.0,0.37765507726049374,-0.05585439227714905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23132,0.0,0.0,0.0,0.0,0.0,1.0,0.07852187384042737,-0.6954772715799851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9839,1.0,1.0,0.0,0.0,0.0,0.0,-0.22594415151160704,0.05585439227714905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54421,1.0,1.0,0.0,0.0,0.0,0.0,-0.1910988858802373,0.5675526957194179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49371,1.0,1.0,0.0,0.0,0.0,0.0,-0.30153157388119367,-1.223391366328523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41287,1.0,1.0,1.0,0.0,0.0,0.0,0.8381766527694534,1.718873878464523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10351,1.0,1.0,1.0,0.0,0.0,0.0,0.06997256585017905,0.8234018474405523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24774,0.0,0.0,0.0,0.0,0.0,1.0,0.20289266809393167,-0.05585439227714905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30116,1.0,1.0,0.0,0.0,0.0,0.0,-0.11604754452036402,-1.223391366328523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,1.0,1.0,0.0,0.0,0.0,0.0,0.0603231076753382,-0.19999475944398537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54632,1.0,0.0,0.0,0.0,0.0,0.0,-0.26186157916240355,1.2071755750222541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25179,0.0,1.0,0.0,0.0,0.0,1.0,0.10639808634552317,-0.6954772715799851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41728,1.0,0.0,0.0,0.0,0.0,0.0,0.44040454356212505,0.6954772715799851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67492,1.0,1.0,0.0,0.0,0.0,0.0,-0.29724292580348666,0.18377896813771627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69966,0.0,0.0,0.0,0.0,0.0,1.0,0.2130782072784859,-0.8234018474405523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38130,1.0,1.0,0.0,0.0,0.0,0.0,-0.27526360440523806,-0.8396176387468215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57605,1.0,1.0,0.0,1.0,0.0,0.0,-1.1528282173060422,-2.374712549073628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23691,1.0,0.0,0.0,0.0,0.0,0.0,-0.5717164027767375,-0.8396176387468215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24627,1.0,0.0,0.0,0.0,0.0,0.0,-0.2538203640167028,-0.8396176387468215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60988,1.0,1.0,1.0,0.0,0.0,0.0,-0.2275523945407472,-0.19999475944398537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64443,1.0,1.0,0.0,0.0,0.0,0.0,-0.2956346827743465,-0.19999475944398537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33932,1.0,1.0,0.0,1.0,0.0,0.0,-0.23398536665730774,0.3117035439982835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22359,1.0,1.0,0.0,0.0,0.0,0.0,-0.2275523945407472,1.718873878464523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72575,0.0,1.0,0.0,0.0,0.0,1.0,0.2688306322886775,0.7116930628862542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28204,0.0,0.0,0.0,0.0,0.0,1.0,0.2961707637840599,-0.4396281198588507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32667,1.0,1.0,0.0,1.0,0.0,0.0,0.41038400701817573,-0.07207018358341817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59227,1.0,1.0,1.0,0.0,0.0,0.0,-0.14285159500603303,0.4396281198588507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5761,1.0,1.0,0.0,0.0,0.0,0.0,-0.127305245724345,1.5909493026039558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24799,0.0,0.0,0.0,0.0,0.0,1.0,0.26507806522068383,1.863014245631359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28446,1.0,1.0,0.0,0.0,0.0,0.0,-0.2275523945407472,0.6954772715799851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51611,0.0,0.0,0.0,0.0,0.0,1.0,0.2275523945407472,0.8396176387468215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48081,1.0,1.0,0.0,0.0,0.0,0.0,-0.058150795471318906,0.8234018474405523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60279,1.0,0.0,0.0,0.0,0.0,0.0,-0.050645661335331583,-1.6071650939102247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35045,1.0,1.0,0.0,0.0,0.0,0.0,-0.09460430413182878,2.486421333627926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16170,1.0,1.0,1.0,0.0,0.0,0.0,-0.2275523945407472,0.05585439227714905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56811,0.0,0.0,0.0,0.0,0.0,1.0,0.048501337296478056,-1.2071755750222541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36596,1.0,1.0,0.0,0.0,0.0,0.0,-0.2275523945407472,-0.19999475944398537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19235,1.0,1.0,0.0,1.0,0.0,0.0,6.851397338724444,0.3117035439982835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44908,0.0,1.0,0.0,0.0,0.0,1.0,-3.3936748260731386,-0.9513264233011196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32125,0.0,0.0,0.0,1.0,0.0,1.0,-0.34122955676514966,-1.2071755750222541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31588,1.0,1.0,0.0,0.0,0.0,0.0,-0.0806661978792809,-0.07207018358341817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43836,0.0,0.0,0.0,1.0,0.0,1.0,0.09299606110268864,0.3279193353045526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21839,1.0,1.0,0.0,0.0,0.0,0.0,-0.3476345407165444,0.6954772715799851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11129,1.0,1.0,0.0,0.0,0.0,0.0,0.016900545888554375,0.4396281198588507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57314,0.0,0.0,0.0,0.0,0.0,1.0,0.2275523945407472,0.07207018358341817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22162,0.0,0.0,0.0,0.0,0.0,1.0,-0.1273332338895108,-1.5909493026039558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31439,1.0,1.0,0.0,0.0,0.0,0.0,0.4253942752901504,-0.3279193353045526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6521,1.0,1.0,0.0,0.0,0.0,0.0,-0.11122281543294359,-0.07207018358341817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41690,1.0,1.0,0.0,0.0,0.0,0.0,-0.2275523945407472,0.6954772715799851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38681,0.0,0.0,0.0,0.0,0.0,1.0,-0.17129187668600798,-2.486421333627926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56932,1.0,1.0,0.0,0.0,0.0,0.0,-0.21736685535619293,-0.7116930628862542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62187,1.0,1.0,0.0,0.0,0.0,0.0,-0.029738501956509737,0.18377896813771627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3094,0.0,0.0,0.0,0.0,0.0,1.0,-0.01582838386912761,-1.2071755750222541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33963,0.0,0.0,0.0,1.0,0.0,1.0,-0.08498283412215371,-0.4396281198588507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22686,0.0,0.0,0.0,0.0,0.0,1.0,-0.24151848895846084,0.7116930628862542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25740,1.0,1.0,0.0,0.0,0.0,0.0,0.8596198931579887,0.05585439227714905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4649,1.0,1.0,0.0,0.0,0.0,0.0,-0.6778604426999869,-0.5837684870256871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37158,1.0,1.0,1.0,0.0,0.0,0.0,-0.282232657531512,-1.223391366328523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10138,0.0,1.0,0.0,0.0,0.0,1.0,0.17930510366654293,-0.5675526957194179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4274,1.0,1.0,0.0,0.0,0.0,0.0,-0.414644666930717,-0.07207018358341817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19149,1.0,1.0,0.0,0.0,0.0,0.0,-0.2275523945407472,-0.19999475944398537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53824,1.0,1.0,0.0,0.0,0.0,0.0,-0.36639737605651274,-0.8396176387468215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47949,1.0,1.0,0.0,0.0,0.0,0.0,-0.07369714475300694,0.4396281198588507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8742,0.0,0.0,0.0,0.0,0.0,1.0,-0.22918862573505308,-1.8467984543250902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52508,1.0,1.0,1.0,0.0,0.0,0.0,2.7610992346113497,0.8234018474405523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57844,1.0,1.0,1.0,0.0,0.0,0.0,1.2246910607728008,0.18377896813771627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13402,1.0,1.0,0.0,0.0,0.0,0.0,-0.2275523945407472,0.05585439227714905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28227,1.0,1.0,0.0,0.0,0.0,0.0,-0.14445983803517318,1.5909493026039558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26994,1.0,0.0,0.0,0.0,0.0,0.0,-0.2275523945407472,0.4396281198588507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60643,1.0,1.0,1.0,0.0,0.0,0.0,-0.49880938545571774,-0.3279193353045526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27551,1.0,1.0,0.0,0.0,0.0,0.0,-0.20825347819106546,1.079250999161687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29115,1.0,1.0,0.0,0.0,0.0,0.0,0.05067364950049735,-0.5837684870256871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7682,1.0,0.0,0.0,0.0,0.0,0.0,-0.2275523945407472,-0.8396176387468215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6315,0.0,0.0,0.0,0.0,0.0,1.0,0.5427680282522149,0.8396176387468215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
